,Links
806,https://vlr.gg/124008/reignite-lily-vs-insomnia-female-champions-tour-game-changers-japan-sf
807,https://vlr.gg/123049/bleed-vs-onic-g-champions-tour-asia-pacific-last-chance-qualifier-lbf
808,https://vlr.gg/124007/fennel-female-vs-focus-e-sports-female-champions-tour-game-changers-japan-sf
809,https://vlr.gg/123048/team-secret-vs-onic-g-champions-tour-asia-pacific-last-chance-qualifier-lr4
810,https://vlr.gg/123323/shopify-rebellion-vs-cloud9-champions-tour-north-america-last-chance-qualifier-ubqf
811,https://vlr.gg/123325/nrg-esports-vs-100-thieves-champions-tour-north-america-last-chance-qualifier-ubqf
812,https://vlr.gg/123047/boom-esports-vs-bleed-champions-tour-asia-pacific-last-chance-qualifier-ubf
813,https://vlr.gg/123046/onic-g-vs-made-in-thailand-champions-tour-asia-pacific-last-chance-qualifier-lr3
814,https://vlr.gg/123045/team-secret-vs-order-champions-tour-asia-pacific-last-chance-qualifier-lr3
815,https://vlr.gg/123324/faze-clan-vs-evil-geniuses-champions-tour-north-america-last-chance-qualifier-ubqf
816,https://vlr.gg/123322/the-guard-vs-sentinels-champions-tour-north-america-last-chance-qualifier-ubqf
817,https://vlr.gg/123044/alter-ego-vs-made-in-thailand-champions-tour-asia-pacific-last-chance-qualifier-lr2
818,https://vlr.gg/123043/order-vs-cerberus-esports-champions-tour-asia-pacific-last-chance-qualifier-lr2
819,https://vlr.gg/123042/bleed-vs-team-secret-champions-tour-asia-pacific-last-chance-qualifier-ubsf
820,https://vlr.gg/123041/onic-g-vs-boom-esports-champions-tour-asia-pacific-last-chance-qualifier-ubsf
821,https://vlr.gg/123040/made-in-thailand-vs-fancy-united-esports-champions-tour-asia-pacific-last-chance-qualifier-lr1
822,https://vlr.gg/123039/griffin-e-sports-vs-cerberus-esports-champions-tour-asia-pacific-last-chance-qualifier-lr1
823,https://vlr.gg/123038/bleed-vs-alter-ego-champions-tour-asia-pacific-last-chance-qualifier-ubqf
824,https://vlr.gg/123037/onic-g-vs-order-champions-tour-asia-pacific-last-chance-qualifier-ubqf
825,https://vlr.gg/123036/made-in-thailand-vs-team-secret-champions-tour-asia-pacific-last-chance-qualifier-ubqf
826,https://vlr.gg/123035/griffin-e-sports-vs-boom-esports-champions-tour-asia-pacific-last-chance-qualifier-ubqf
827,https://vlr.gg/123034/cerberus-esports-vs-alter-ego-champions-tour-asia-pacific-last-chance-qualifier-ubr1
828,https://vlr.gg/123033/order-vs-fancy-united-esports-champions-tour-asia-pacific-last-chance-qualifier-ubr1
829,https://vlr.gg/112327/paper-rex-vs-funplus-phoenix-valorant-champions-tour-stage-2-masters-copenhagen-gf
830,https://vlr.gg/112334/optic-gaming-vs-funplus-phoenix-valorant-champions-tour-stage-2-masters-copenhagen-lbf
831,https://vlr.gg/112332/funplus-phoenix-vs-fnatic-valorant-champions-tour-stage-2-masters-copenhagen-lr3
832,https://vlr.gg/112326/paper-rex-vs-optic-gaming-valorant-champions-tour-stage-2-masters-copenhagen-ubf
833,https://vlr.gg/112330/drx-vs-funplus-phoenix-valorant-champions-tour-stage-2-masters-copenhagen-lr2
834,https://vlr.gg/112331/fnatic-vs-leviat-n-valorant-champions-tour-stage-2-masters-copenhagen-lr2
835,https://vlr.gg/112325/drx-vs-optic-gaming-valorant-champions-tour-stage-2-masters-copenhagen-ubsf
836,https://vlr.gg/112324/paper-rex-vs-fnatic-valorant-champions-tour-stage-2-masters-copenhagen-ubsf
837,https://vlr.gg/112329/leviat-n-vs-xset-valorant-champions-tour-stage-2-masters-copenhagen-lr1
838,https://vlr.gg/112328/guild-esports-vs-funplus-phoenix-valorant-champions-tour-stage-2-masters-copenhagen-lr1
839,https://vlr.gg/112323/xset-vs-optic-gaming-valorant-champions-tour-stage-2-masters-copenhagen-ubqf
840,https://vlr.gg/112322/leviat-n-vs-drx-valorant-champions-tour-stage-2-masters-copenhagen-ubqf
841,https://vlr.gg/112321/fnatic-vs-funplus-phoenix-valorant-champions-tour-stage-2-masters-copenhagen-ubqf
842,https://vlr.gg/112320/paper-rex-vs-guild-esports-valorant-champions-tour-stage-2-masters-copenhagen-ubqf
843,https://vlr.gg/112286/kr-esports-vs-optic-gaming-valorant-champions-tour-stage-2-masters-copenhagen-decider-a
844,https://vlr.gg/112291/funplus-phoenix-vs-northeption-valorant-champions-tour-stage-2-masters-copenhagen-decider-b
845,https://vlr.gg/112285/optic-gaming-vs-loud-valorant-champions-tour-stage-2-masters-copenhagen-elim-a
846,https://vlr.gg/112290/xerxia-esports-vs-northeption-valorant-champions-tour-stage-2-masters-copenhagen-elim-b
847,https://vlr.gg/112289/funplus-phoenix-vs-drx-valorant-champions-tour-stage-2-masters-copenhagen-winners-b
848,https://vlr.gg/112284/guild-esports-vs-kr-esports-valorant-champions-tour-stage-2-masters-copenhagen-winners-a
849,https://vlr.gg/112287/funplus-phoenix-vs-xerxia-esports-valorant-champions-tour-stage-2-masters-copenhagen-opening-b
850,https://vlr.gg/112282/optic-gaming-vs-guild-esports-valorant-champions-tour-stage-2-masters-copenhagen-opening-a
851,https://vlr.gg/112283/loud-vs-kr-esports-valorant-champions-tour-stage-2-masters-copenhagen-opening-a
852,https://vlr.gg/112288/drx-vs-northeption-valorant-champions-tour-stage-2-masters-copenhagen-opening-b
853,https://vlr.gg/112687/shopify-rebellion-gc-vs-cloud9-white-champions-tour-game-changers-series-ii-north-america-gf
854,https://vlr.gg/112693/tsm-x-vs-cloud9-white-champions-tour-game-changers-series-ii-north-america-lbf
855,https://vlr.gg/112692/dignitas-vs-cloud9-white-champions-tour-game-changers-series-ii-north-america-lr3
856,https://vlr.gg/112686/shopify-rebellion-gc-vs-tsm-x-champions-tour-game-changers-series-ii-north-america-ubf
857,https://vlr.gg/112690/dignitas-vs-ariana-grande-perfume-champions-tour-game-changers-series-ii-north-america-lr2
858,https://vlr.gg/112691/cloud9-white-vs-sanri-os-champions-tour-game-changers-series-ii-north-america-lr2
859,https://vlr.gg/112688/ariana-grande-perfume-vs-immortals-champions-tour-game-changers-series-ii-north-america-lr1
860,https://vlr.gg/112689/sanri-os-vs-dart-monkeys-champions-tour-game-changers-series-ii-north-america-lr1
861,https://vlr.gg/112684/shopify-rebellion-gc-vs-cloud9-white-champions-tour-game-changers-series-ii-north-america-ubsf
862,https://vlr.gg/112685/dignitas-vs-tsm-x-champions-tour-game-changers-series-ii-north-america-ubsf
863,https://vlr.gg/112683/tsm-x-vs-dart-monkeys-champions-tour-game-changers-series-ii-north-america-ubqf
864,https://vlr.gg/112681/immortals-vs-cloud9-white-champions-tour-game-changers-series-ii-north-america-ubqf
865,https://vlr.gg/112680/shopify-rebellion-gc-vs-ariana-grande-perfume-champions-tour-game-changers-series-ii-north-ameri
866,https://vlr.gg/112682/dignitas-vs-sanri-os-champions-tour-game-changers-series-ii-north-america-ubqf
867,https://vlr.gg/112525/dart-monkeys-vs-xset-female-champions-tour-game-changers-series-ii-north-america-lr3
868,https://vlr.gg/112526/misfits-black-vs-cloud9-white-champions-tour-game-changers-series-ii-north-america-lr3
869,https://vlr.gg/112528/sanri-os-vs-team-mystic-venus-champions-tour-game-changers-series-ii-north-america-lr3
870,https://vlr.gg/112527/complexity-gx3-vs-ariana-grande-perfume-champions-tour-game-changers-series-ii-north-america-lr3
871,https://vlr.gg/112485/solaire-vs-xset-female-champions-tour-game-changers-series-ii-north-america-lr2
872,https://vlr.gg/112486/gen-g-black-vs-cloud9-white-champions-tour-game-changers-series-ii-north-america-lr2
873,https://vlr.gg/112487/ariana-grande-perfume-vs-nmg-celeste-champions-tour-game-changers-series-ii-north-america-lr2
874,https://vlr.gg/112488/team-mystic-venus-vs-team-opulence-black-champions-tour-game-changers-series-ii-north-america-lr
875,https://vlr.gg/105880/nigma-galaxy-female-vs-l-streak-female-champions-tour-game-changers-asia-pacific-open-overtime-3
876,https://vlr.gg/112483/team-mystic-venus-vs-aftermath-wave-champions-tour-game-changers-series-ii-north-america-lr1
877,https://vlr.gg/112479/gen-g-black-vs-whiskey-tango-foxtrot-champions-tour-game-changers-series-ii-north-america-lr1
878,https://vlr.gg/112477/native-gaming-white-vs-solaire-champions-tour-game-changers-series-ii-north-america-lr1
879,https://vlr.gg/112480/cloud9-white-vs-zero-marksmen-white-champions-tour-game-changers-series-ii-north-america-lr1
880,https://vlr.gg/112481/versionx-vs-ariana-grande-perfume-champions-tour-game-changers-series-ii-north-america-lr1
881,https://vlr.gg/112475/immortals-vs-sanri-os-champions-tour-game-changers-series-ii-north-america-ubqf
882,https://vlr.gg/112473/dignitas-vs-misfits-black-champions-tour-game-changers-series-ii-north-america-ubqf
883,https://vlr.gg/112474/tsm-x-vs-dart-monkeys-champions-tour-game-changers-series-ii-north-america-ubqf
884,https://vlr.gg/112476/shopify-rebellion-gc-vs-complexity-gx3-champions-tour-game-changers-series-ii-north-america-ubqf
885,https://vlr.gg/112465/dignitas-vs-clg-red-champions-tour-game-changers-series-ii-north-america-uro16
886,https://vlr.gg/112467/tsm-x-vs-nmg-celeste-champions-tour-game-changers-series-ii-north-america-uro16
887,https://vlr.gg/112468/dart-monkeys-vs-versionx-champions-tour-game-changers-series-ii-north-america-uro16
888,https://vlr.gg/112469/cloud9-white-vs-immortals-champions-tour-game-changers-series-ii-north-america-uro16
889,https://vlr.gg/112470/gen-g-black-vs-sanri-os-champions-tour-game-changers-series-ii-north-america-uro16
890,https://vlr.gg/112471/shopify-rebellion-gc-vs-xset-female-champions-tour-game-changers-series-ii-north-america-uro16
891,https://vlr.gg/112472/native-gaming-white-vs-complexity-gx3-champions-tour-game-changers-series-ii-north-america-uro16
892,https://vlr.gg/105879/l-streak-female-vs-bigg-scythe-champions-tour-game-changers-asia-pacific-open-overtime-lr4
893,https://vlr.gg/105878/x10-sapphire-vs-nigma-galaxy-female-champions-tour-game-changers-asia-pacific-open-overtime-lr4
894,https://vlr.gg/112374/versionx-vs-man-i-love-fwogs-champions-tour-game-changers-series-ii-north-america-r5
895,https://vlr.gg/112376/team-opulence-black-vs-fallacy-champions-tour-game-changers-series-ii-north-america-r5
896,https://vlr.gg/112307/versionx-vs-immortals-champions-tour-game-changers-series-ii-north-america-r4
897,https://vlr.gg/105875/l-streak-female-vs-zol-meraki-champions-tour-game-changers-asia-pacific-open-overtime-ubsf
898,https://vlr.gg/105877/fear-eater-sierra-vs-bigg-scythe-champions-tour-game-changers-asia-pacific-open-overtime-lr3
899,https://vlr.gg/107065/ninjas-in-pyjamas-vs-kr-esports-champions-tour-latam-br-stage-2-last-chance-qualifier-decider-d
900,https://vlr.gg/105874/x10-sapphire-vs-orangutan-female-champions-tour-game-changers-asia-pacific-open-overtime-ubsf
901,https://vlr.gg/105876/nigma-galaxy-female-vs-armory-aresta-champions-tour-game-changers-asia-pacific-open-overtime-lr3
902,https://vlr.gg/107743/optic-gaming-vs-xset-champions-tour-north-america-stage-2-challengers-gf
903,https://vlr.gg/108005/kr-esports-vs-leviat-n-champions-tour-latin-america-stage-2-playoffs-playoffs-gf
904,https://vlr.gg/108239/loud-vs-ninjas-in-pyjamas-champions-tour-brazil-stage-2-challengers-gf
905,https://vlr.gg/107525/fnatic-vs-funplus-phoenix-champions-tour-emea-stage-2-challengers-playoffs-gf
906,https://vlr.gg/108015/drx-vs-maru-gaming-champions-tour-korea-stage-2-challengers-gf
907,https://vlr.gg/106923/paper-rex-vs-xerxia-esports-champions-tour-asia-pacific-stage-2-challengers-playoffs-gf
908,https://vlr.gg/106173/zeta-division-vs-northeption-champions-tour-japan-stage-2-challengers-playoffs-gf
909,https://vlr.gg/106922/team-secret-vs-xerxia-esports-champions-tour-asia-pacific-stage-2-challengers-playoffs-lf
910,https://vlr.gg/107742/xset-vs-faze-clan-champions-tour-north-america-stage-2-challengers-lbf
911,https://vlr.gg/108007/fusion-vs-leviat-n-champions-tour-latin-america-stage-2-playoffs-playoffs-lbf
912,https://vlr.gg/108243/ninjas-in-pyjamas-vs-keyd-stars-champions-tour-brazil-stage-2-challengers-lbf
913,https://vlr.gg/107526/guild-esports-vs-funplus-phoenix-champions-tour-emea-stage-2-challengers-playoffs-lbf
914,https://vlr.gg/106921/onic-g-vs-xerxia-esports-champions-tour-asia-pacific-stage-2-challengers-playoffs-lr3
915,https://vlr.gg/106920/paper-rex-vs-team-secret-champions-tour-asia-pacific-stage-2-challengers-playoffs-ubf
916,https://vlr.gg/108019/damwon-gaming-vs-maru-gaming-champions-tour-korea-stage-2-challengers-lbf
917,https://vlr.gg/106919/bleed-vs-xerxia-esports-champions-tour-asia-pacific-stage-2-challengers-playoffs-lr2
918,https://vlr.gg/106172/northeption-vs-crazy-raccoon-champions-tour-japan-stage-2-challengers-playoffs-lbf
919,https://vlr.gg/106918/onic-g-vs-alter-ego-champions-tour-asia-pacific-stage-2-challengers-playoffs-lr2
920,https://vlr.gg/106171/northeption-vs-zeta-division-champions-tour-japan-stage-2-challengers-playoffs-ubf
921,https://vlr.gg/107741/nrg-esports-vs-faze-clan-champions-tour-north-america-stage-2-challengers-lbr3
922,https://vlr.gg/108004/fusion-vs-kr-esports-champions-tour-latin-america-stage-2-playoffs-playoffs-ubf
923,https://vlr.gg/107737/xset-vs-optic-gaming-champions-tour-north-america-stage-2-challengers-ubf
924,https://vlr.gg/108006/leviat-n-vs-e-xolos-lazer-champions-tour-latin-america-stage-2-playoffs-playoffs-lr1
925,https://vlr.gg/107530/funplus-phoenix-vs-m3-champions-champions-tour-emea-stage-2-challengers-playoffs-lr2
926,https://vlr.gg/108238/loud-vs-ninjas-in-pyjamas-champions-tour-brazil-stage-2-challengers-ubf
927,https://vlr.gg/107529/guild-esports-vs-fnatic-champions-tour-emea-stage-2-challengers-playoffs-ubf
928,https://vlr.gg/106917/boom-esports-vs-xerxia-esports-champions-tour-asia-pacific-stage-2-challengers-playoffs-lr1
929,https://vlr.gg/106916/alter-ego-vs-griffin-e-sports-champions-tour-asia-pacific-stage-2-challengers-playoffs-lr1
930,https://vlr.gg/106915/onic-g-vs-team-secret-champions-tour-asia-pacific-stage-2-challengers-playoffs-ubsf
931,https://vlr.gg/106914/paper-rex-vs-bleed-champions-tour-asia-pacific-stage-2-challengers-playoffs-ubsf
932,https://vlr.gg/108242/keyd-stars-vs-los-grandes-champions-tour-brazil-stage-2-challengers-lr2
933,https://vlr.gg/108003/kr-esports-vs-e-xolos-lazer-champions-tour-latin-america-stage-2-playoffs-playoffs-ubsf
934,https://vlr.gg/108002/fusion-vs-leviat-n-champions-tour-latin-america-stage-2-playoffs-playoffs-ubsf
935,https://vlr.gg/108241/los-grandes-vs-furia-champions-tour-brazil-stage-2-challengers-lr1
936,https://vlr.gg/108240/keyd-stars-vs-mibr-champions-tour-brazil-stage-2-challengers-lr1
937,https://vlr.gg/106913/xerxia-esports-vs-team-secret-champions-tour-asia-pacific-stage-2-challengers-playoffs-ubqf
938,https://vlr.gg/106912/onic-g-vs-boom-esports-champions-tour-asia-pacific-stage-2-challengers-playoffs-ubqf
939,https://vlr.gg/106911/bleed-vs-griffin-e-sports-champions-tour-asia-pacific-stage-2-challengers-playoffs-ubqf
940,https://vlr.gg/106910/paper-rex-vs-alter-ego-champions-tour-asia-pacific-stage-2-challengers-playoffs-ubqf
941,https://vlr.gg/108237/ninjas-in-pyjamas-vs-keyd-stars-champions-tour-brazil-stage-2-challengers-ubsf
942,https://vlr.gg/108236/loud-vs-los-grandes-champions-tour-brazil-stage-2-challengers-ubsf
943,https://vlr.gg/108235/furia-vs-keyd-stars-champions-tour-brazil-stage-2-challengers-ur1
944,https://vlr.gg/108234/mibr-vs-los-grandes-champions-tour-brazil-stage-2-challengers-ur1
945,https://vlr.gg/108018/maru-gaming-vs-world-game-star-champions-tour-korea-stage-2-challengers-lr2
946,https://vlr.gg/108014/drx-vs-damwon-gaming-champions-tour-korea-stage-2-challengers-ubf
947,https://vlr.gg/108017/world-game-star-vs-spear-gaming-champions-tour-korea-stage-2-challengers-lr1
948,https://vlr.gg/106462/fancy-united-esports-vs-team-secret-champions-tour-asia-pacific-stage-2-challengers-playoffs-dec
949,https://vlr.gg/108016/on-sla2ers-vs-maru-gaming-champions-tour-korea-stage-2-challengers-lr1
950,https://vlr.gg/106457/order-vs-boom-esports-champions-tour-asia-pacific-stage-2-challengers-playoffs-decider-c
951,https://vlr.gg/106452/alter-ego-vs-rex-regum-qeon-champions-tour-asia-pacific-stage-2-challengers-playoffs-decider-b
952,https://vlr.gg/107740/100-thieves-vs-faze-clan-champions-tour-north-america-stage-2-challengers-lbr2
953,https://vlr.gg/107739/evil-geniuses-vs-nrg-esports-champions-tour-north-america-stage-2-challengers-lbr2
954,https://vlr.gg/107527/funplus-phoenix-vs-acend-champions-tour-emea-stage-2-challengers-playoffs-lr1
955,https://vlr.gg/107528/m3-champions-vs-team-liquid-champions-tour-emea-stage-2-challengers-playoffs-lr1
956,https://vlr.gg/108013/on-sla2ers-vs-damwon-gaming-champions-tour-korea-stage-2-challengers-ubsf
957,https://vlr.gg/106447/gaimin-gladiators-vs-griffin-e-sports-champions-tour-asia-pacific-stage-2-challengers-playoffs-d
958,https://vlr.gg/108012/drx-vs-world-game-star-champions-tour-korea-stage-2-challengers-ubsf
959,https://vlr.gg/106460/bleed-vs-fancy-united-esports-champions-tour-asia-pacific-stage-2-challengers-playoffs-winners
960,https://vlr.gg/106455/paper-rex-vs-order-champions-tour-asia-pacific-stage-2-challengers-playoffs-winners-c
961,https://vlr.gg/107436/optic-gaming-vs-evil-geniuses-champions-tour-north-america-stage-2-challengers-ubsf
962,https://vlr.gg/107435/xset-vs-100-thieves-champions-tour-north-america-stage-2-challengers-ubsf
963,https://vlr.gg/107026/fnatic-vs-funplus-phoenix-champions-tour-emea-stage-2-challengers-playoffs-ubsf
964,https://vlr.gg/107025/guild-esports-vs-m3-champions-champions-tour-emea-stage-2-challengers-playoffs-ubsf
965,https://vlr.gg/108011/damwon-gaming-vs-spear-gaming-champions-tour-korea-stage-2-challengers-ur1
966,https://vlr.gg/106450/xerxia-esports-vs-alter-ego-champions-tour-asia-pacific-stage-2-challengers-playoffs-winners-b
967,https://vlr.gg/108010/world-game-star-vs-maru-gaming-champions-tour-korea-stage-2-challengers-ur1
968,https://vlr.gg/106445/onic-g-vs-gaimin-gladiators-champions-tour-asia-pacific-stage-2-challengers-playoffs-winners-a
969,https://vlr.gg/106461/team-secret-vs-fw-esports-champions-tour-asia-pacific-stage-2-challengers-playoffs-elim-d
970,https://vlr.gg/107141/faze-clan-vs-luminosity-champions-tour-north-america-stage-2-challengers-lbr1
971,https://vlr.gg/107142/ghost-gaming-vs-nrg-esports-champions-tour-north-america-stage-2-challengers-lbr1
972,https://vlr.gg/107024/team-liquid-vs-funplus-phoenix-champions-tour-emea-stage-2-challengers-playoffs-ubr1
973,https://vlr.gg/107023/acend-vs-m3-champions-champions-tour-emea-stage-2-challengers-playoffs-ubr1
974,https://vlr.gg/106456/boom-esports-vs-oasis-gaming-champions-tour-asia-pacific-stage-2-challengers-playoffs-elim-c
975,https://vlr.gg/106451/rex-regum-qeon-vs-global-esports-champions-tour-asia-pacific-stage-2-challengers-playoffs-elim
976,https://vlr.gg/106446/made-in-thailand-vs-griffin-e-sports-champions-tour-asia-pacific-stage-2-challengers-playoffs-el
977,https://vlr.gg/107144/ghost-gaming-vs-evil-geniuses-champions-tour-north-america-stage-2-challengers-ubr1
978,https://vlr.gg/107143/faze-clan-vs-100-thieves-champions-tour-north-america-stage-2-challengers-ubr1
979,https://vlr.gg/106458/team-secret-vs-bleed-champions-tour-asia-pacific-stage-2-challengers-playoffs-opening-d
980,https://vlr.gg/106453/paper-rex-vs-boom-esports-champions-tour-asia-pacific-stage-2-challengers-playoffs-opening-c
981,https://vlr.gg/106448/xerxia-esports-vs-rex-regum-qeon-champions-tour-asia-pacific-stage-2-challengers-playoffs-openin
982,https://vlr.gg/106443/onic-g-vs-made-in-thailand-champions-tour-asia-pacific-stage-2-challengers-playoffs-opening-a
983,https://vlr.gg/106459/fw-esports-vs-fancy-united-esports-champions-tour-asia-pacific-stage-2-challengers-playoffs-open
984,https://vlr.gg/106454/oasis-gaming-vs-order-champions-tour-asia-pacific-stage-2-challengers-playoffs-opening-c
985,https://vlr.gg/106449/alter-ego-vs-global-esports-champions-tour-asia-pacific-stage-2-challengers-playoffs-opening-b
986,https://vlr.gg/106444/gaimin-gladiators-vs-griffin-e-sports-champions-tour-asia-pacific-stage-2-challengers-playoffs-o
987,https://vlr.gg/101886/maru-gaming-vs-cnj-esports-champions-tour-korea-stage-2-challengers-w4
988,https://vlr.gg/101885/drx-vs-spear-gaming-champions-tour-korea-stage-2-challengers-w4
989,https://vlr.gg/99087/ninjas-in-pyjamas-vs-mibr-champions-tour-brazil-stage-2-challengers-group-stage-w5
990,https://vlr.gg/99721/optic-gaming-vs-luminosity-champions-tour-north-america-stage-2-challengers-w5
991,https://vlr.gg/99086/tbk-esports-vs-liberty-champions-tour-brazil-stage-2-challengers-1-group-stage-w5
992,https://vlr.gg/99720/cloud9-vs-sentinels-champions-tour-north-america-stage-2-challengers-w5
993,https://vlr.gg/106426/leviat-n-vs-9z-team-champions-tour-latin-america-south-stage-2-challengers-decider
994,https://vlr.gg/99603/fnatic-vs-g2-esports-champions-tour-stage-2-emea-challengers-group-stage-week-5
995,https://vlr.gg/99602/big-vs-bbl-esports-champions-tour-stage-2-emea-challengers-group-stage-week-5
996,https://vlr.gg/106170/reject-vs-crazy-raccoon-champions-tour-japan-stage-2-challengers-playoffs-lbr3
997,https://vlr.gg/101884/on-sla2ers-vs-world-game-star-champions-tour-korea-stage-2-challengers-w4
998,https://vlr.gg/106169/crazy-raccoon-vs-blue-bees-esp-champions-tour-japan-stage-2-challengers-playoffs-lbr2
999,https://vlr.gg/101883/damwon-gaming-vs-tartarus-champions-tour-korea-stage-2-challengers-w4
1000,https://vlr.gg/104849/rex-regum-qeon-vs-ghetto-artist-champions-tour-asia-pacific-stage-2-challengers-playoffs-decider
1001,https://vlr.gg/104844/boom-esports-vs-cerberus-esports-champions-tour-asia-pacific-stage-2-challengers-playoffs-decide
1002,https://vlr.gg/106168/fav-gaming-vs-reject-champions-tour-japan-stage-2-challengers-playoffs-lbr2
1003,https://vlr.gg/99719/100-thieves-vs-ghost-gaming-champions-tour-north-america-stage-2-challengers-w5
1004,https://vlr.gg/99084/gamelanders-blue-vs-loud-champions-tour-brazil-stage-2-challengers-1-group-stage-w5
1005,https://vlr.gg/106424/kr-esports-vs-leviat-n-champions-tour-latin-america-south-stage-2-challengers-uf
1006,https://vlr.gg/99083/stars-horizon-vs-los-grandes-champions-tour-brazil-stage-2-challengers-1-group-stage-w5
1007,https://vlr.gg/99718/nrg-esports-vs-the-guard-champions-tour-north-america-stage-2-challengers-w5
1008,https://vlr.gg/106425/movistar-optix-vs-9z-team-champions-tour-latin-america-south-stage-2-challengers-elimination
1009,https://vlr.gg/99601/fokus-vs-og-ldn-utd-champions-tour-stage-2-emea-challengers-group-stage-week-5
1010,https://vlr.gg/99600/natus-vincere-vs-guild-esports-champions-tour-stage-2-emea-challengers-group-stage-week-5
1011,https://vlr.gg/104848/ghetto-artist-vs-team-big-baam-champions-tour-asia-pacific-stage-2-challengers-playoffs-elim-b
1012,https://vlr.gg/106167/zeta-division-vs-fav-gaming-champions-tour-japan-stage-2-challengers-playoffs-ubsf
1013,https://vlr.gg/101882/maru-gaming-vs-spear-gaming-champions-tour-korea-stage-2-challengers-w4
1014,https://vlr.gg/104843/cerberus-esports-vs-enigma-gaming-champions-tour-asia-pacific-stage-2-challengers-playoffs-elim
1015,https://vlr.gg/106166/northeption-vs-crazy-raccoon-champions-tour-japan-stage-2-challengers-playoffs-ubsf
1016,https://vlr.gg/101881/drx-vs-cnj-esports-champions-tour-korea-stage-2-challengers-w4
1017,https://vlr.gg/104847/bleed-vs-rex-regum-qeon-champions-tour-asia-pacific-stage-2-challengers-playoffs-winners-b
1018,https://vlr.gg/106165/blue-bees-esp-vs-sengoku-gaming-champions-tour-japan-stage-2-challengers-playoffs-lbr1
1019,https://vlr.gg/104842/boom-esports-vs-made-in-thailand-champions-tour-asia-pacific-stage-2-challengers-playoffs-winner
1020,https://vlr.gg/106164/jadeite-vs-reject-champions-tour-japan-stage-2-challengers-playoffs-lbr1
1021,https://vlr.gg/99717/faze-clan-vs-evil-geniuses-champions-tour-north-america-stage-2-challengers-w5
1022,https://vlr.gg/106423/e-xolos-lazer-vs-team-cruelty-champions-tour-latin-america-north-stage-2-challengers-decider
1023,https://vlr.gg/99716/xset-vs-tsm-champions-tour-north-america-stage-2-challengers-w5
1024,https://vlr.gg/99599/m3-champions-vs-team-liquid-champions-tour-stage-2-emea-challengers-group-stage-week-5
1025,https://vlr.gg/99598/acend-vs-funplus-phoenix-champions-tour-stage-2-emea-challengers-group-stage-week-5
1026,https://vlr.gg/106162/sengoku-gaming-vs-fav-gaming-champions-tour-japan-stage-2-challengers-playoffs-ubqf
1027,https://vlr.gg/106161/zeta-division-vs-blue-bees-esp-champions-tour-japan-stage-2-challengers-playoffs-ubqf
1028,https://vlr.gg/104841/made-in-thailand-vs-enigma-gaming-champions-tour-asia-pacific-stage-2-challengers-playoffs-openi
1029,https://vlr.gg/106160/crazy-raccoon-vs-reject-champions-tour-japan-stage-2-challengers-playoffs-ubqf
1030,https://vlr.gg/104846/rex-regum-qeon-vs-team-big-baam-champions-tour-asia-pacific-stage-2-challengers-playoffs-opening
1031,https://vlr.gg/106159/northeption-vs-jadeite-champions-tour-japan-stage-2-challengers-playoffs-ubqf
1032,https://vlr.gg/106421/e-xolos-lazer-vs-fusion-champions-tour-latin-america-north-stage-2-challengers-uf
1033,https://vlr.gg/106422/six-karma-vs-team-cruelty-champions-tour-latin-america-north-stage-2-challengers-elimination
1034,https://vlr.gg/104845/bleed-vs-ghetto-artist-champions-tour-asia-pacific-stage-2-challengers-playoffs-opening-b
1035,https://vlr.gg/104840/boom-esports-vs-cerberus-esports-champions-tour-asia-pacific-stage-2-challengers-playoffs-openin
1036,https://vlr.gg/101880/damwon-gaming-vs-world-game-star-champions-tour-korea-stage-2-challengers-w3
1037,https://vlr.gg/101879/on-sla2ers-vs-tartarus-champions-tour-korea-stage-2-challengers-w3
1038,https://vlr.gg/99082/stars-horizon-vs-loud-champions-tour-brazil-stage-2-challengers-1-group-stage-w4
1039,https://vlr.gg/99715/cloud9-vs-luminosity-champions-tour-north-america-stage-2-challengers-w4
1040,https://vlr.gg/99081/furia-vs-gamelanders-blue-champions-tour-brazil-stage-2-challengers-1-group-stage-w4
1041,https://vlr.gg/99714/nrg-esports-vs-100-thieves-champions-tour-north-america-stage-2-challengers-w4
1042,https://vlr.gg/98610/movistar-optix-vs-kr-esports-champions-tour-latin-america-south-stage-2-challengers-group-stage
1043,https://vlr.gg/99597/fokus-vs-fnatic-champions-tour-stage-2-emea-challengers-group-stage-week-4
1044,https://vlr.gg/99596/bbl-esports-vs-guild-esports-champions-tour-stage-2-emea-challengers-group-stage-week-4
1045,https://vlr.gg/104974/crazy-raccoon-vs-blue-bees-esp-champions-tour-japan-stage-2-challengers-week-2-gf
1046,https://vlr.gg/101878/cnj-esports-vs-spear-gaming-champions-tour-korea-stage-2-challengers-w3
1047,https://vlr.gg/104972/crest-gaming-zst-vs-blue-bees-esp-champions-tour-japan-stage-2-challengers-week-2-sf
1048,https://vlr.gg/101877/drx-vs-maru-gaming-champions-tour-korea-stage-2-challengers-w3
1049,https://vlr.gg/103718/alter-ego-celeste-vs-team-smg-champions-tour-game-changers-asia-pacific-open-4-gf
1050,https://vlr.gg/104971/crazy-raccoon-vs-igzist-champions-tour-japan-stage-2-challengers-week-2-sf
1051,https://vlr.gg/103717/nigma-galaxy-female-vs-team-smg-champions-tour-game-changers-asia-pacific-open-4-lf
